ingestBatchId,rowOrder,Page,No,Title,urlRaw,urlNormalized,UnitPrice,WorkStyle,Status,FeatureTags,SkillTags,CategoryText,Category,scrapedAtUtc
20251217T102830Z,131,5,14,React.jsを使った自社開発SFAのフロントエンドエンジニア募集！/フルリモート,https://www.lancers.jp/onsite/job/9076,https://www.lancers.jp/onsite/job/9076,後で決める,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,132,5,15,【週3~5 / リモートワーク】（PG）当社直請のweb制作・webシステム開発（PHP）,https://www.lancers.jp/onsite/job/9080,https://www.lancers.jp/onsite/job/9080,後で決める,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,133,5,16,【完全フルリモート】PHP LaravelによるWebアプリケーション開発,https://www.lancers.jp/onsite/job/9677,https://www.lancers.jp/onsite/job/9677,後で決める,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,134,5,17,【継続依頼・週2〜】Webサイト・ECサイトの制作・運営,https://www.lancers.jp/onsite/job/9678,https://www.lancers.jp/onsite/job/9678,¥ 10万 〜 20万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,135,5,18,【周5】テレワークでCocos2dエンジニア募集,https://www.lancers.jp/onsite/job/9736,https://www.lancers.jp/onsite/job/9736,後で決める,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,136,5,19,【週３以上～/都内】某省庁POC開発案件フロント・バックエンド・インフラエンジニア,https://www.lancers.jp/onsite/job/9740,https://www.lancers.jp/onsite/job/9740,¥ 60万 〜 70万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,137,5,20,【週5日】言語問わず開発経験者募集/大手ガス会社次期システムテスト業務（新宿）,https://www.lancers.jp/onsite/job/1841,https://www.lancers.jp/onsite/job/1841,¥ 50万 〜 60万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,138,5,21,【週5日】ABAP開発l/製造業向けSAP追加増員（秋葉原　または錦糸町）,https://www.lancers.jp/onsite/job/1842,https://www.lancers.jp/onsite/job/1842,¥ 70万 〜 80万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,139,5,22,【週5日】PL/SQL、shell/営業支援システム/DB周り改修～DWH構築まで複数募集（赤坂）,https://www.lancers.jp/onsite/job/1843,https://www.lancers.jp/onsite/job/1843,¥ 60万 〜 70万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,140,5,23,【週5日】C#.net、SQLServer / 企業会計システムの機能追加 ＜浜松町＞,https://www.lancers.jp/onsite/job/1844,https://www.lancers.jp/onsite/job/1844,¥ 50万 〜 60万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,141,5,24,【つくば市内　大学IT業務案件】,https://www.lancers.jp/onsite/job/1846,https://www.lancers.jp/onsite/job/1846,¥ 30万 〜 40万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,142,5,25,【東京都・女子大学ヘルプデスク業務】,https://www.lancers.jp/onsite/job/1847,https://www.lancers.jp/onsite/job/1847,¥ 20万 〜 30万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,143,5,26,【東京都日野市】週５日C#/C++のエンジニア募集,https://www.lancers.jp/onsite/job/1852,https://www.lancers.jp/onsite/job/1852,¥ 60万 〜 70万,求人,募集中,,,,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,144,5,27,【求人WEBサービス案件：週5リモート勤務@六本木(月に数回出社あり)】,https://www.lancers.jp/onsite/job/7927,https://www.lancers.jp/onsite/job/7927,¥ 60万 〜 70万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,145,5,28,画像認識を使ったオフライン広告配信システム開発,https://www.lancers.jp/onsite/job/7929,https://www.lancers.jp/onsite/job/7929,¥ 40万 〜 50万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,146,5,29,【リモート】EC一括出品ツールの開発&レベルアップ（PHP Laravel 経験者3年以上の方優遇）,https://www.lancers.jp/onsite/job/8361,https://www.lancers.jp/onsite/job/8361,¥ 30万 〜 40万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
20251217T102830Z,147,5,30,【週5勤務(基本リモート)システムリプレース業務@PHPエンジニア急募】,https://www.lancers.jp/onsite/job/8371,https://www.lancers.jp/onsite/job/8371,¥ 50万 〜 60万,求人,募集中,,,IT・通信・インターネット,/system/development,2025-12-17T10:28:30Z
